Submitted_Headline_1,Prefill_Suggested_Headline_1,Suggested_Headline_1_Option1,Suggested_Headline_1_Option2,Suggested_Headline_1_Option3,Submitted_Headline_2,Prefill_Suggested_Headline_2,Suggested_Headline_2_Option1,Suggested_Headline_2_Option2,Suggested_Headline_2_Option3,Submitted_Description,Prefill_Suggested_Description,Suggested_Description_Option1,Suggested_Description_Option2,Suggested_Description_Option3,Submitted_Path_1,Prefill_Suggested_Path_1,Suggested_Path_1_Option1,Suggested_Path_1_Option2,Suggested_Path_1_Option3,Submitted_Path_2,Prefill_Suggested_Path_2,Suggested_Path_2_Option1,Suggested_Path_2_Option2,Suggested_Path_2_Option3,Submitted_Status,Submitted_Time,Submitted_Writer
""Home Loan Programs"",""Home Programs"",NULL,NULL,NULL,""Requirements for Mortgage Loan"",""Fueling Home Ownership in MD"",NULL,NULL,NULL,""Learn Home Loan Qualification in Maryland. Come See Us Today!"",""Maryland - Home Loan Qualification - Mortgages"",NULL,NULL,NULL,""Loan_Programs"","""",NULL,NULL,NULL,""Mortgages"",""am-i-eligible"",NULL,NULL,NULL,Rejected,"2017-11-16 19:47:12",bullock_t
""How to Qualify for a Home Loan"",""2017 Mortgage Information"",NULL,NULL,NULL,""Mortgage Qualification Info"",""Mortgage Qualification Info"",NULL,NULL,NULL,""Home Buyer Programs for Buyers in New Jersey. Come See Us Today!"",""Home Buyer Programs For Home Buyers In New Jersey."",NULL,NULL,NULL,""Mortgage"",""mortgage"",NULL,NULL,NULL,""Home_Programs"",""856.334.3089"",NULL,NULL,NULL,Rejected,"2017-11-16 19:44:40",bullock_t
""Qualifying for a Mortgage"",""Mortgage Qualification Info"",NULL,NULL,NULL,""Information on a Home Loan"",""2017 Mortgage Information"",NULL,NULL,NULL,""First Home Buyer Loan Qualification in Utah. Get a Loan with Us Today!"",""First Home Buyer Loan Qualification - Utah Home Loan Programs"",NULL,NULL,NULL,""Home_Loans"","""",NULL,NULL,NULL,""Mortgage_Tips"",""mortgage"",NULL,NULL,NULL,Rejected,"2017-11-16 19:43:14",bullock_t
""Qualify for a Mortgage Loan"",""Professional And Timely"",NULL,NULL,NULL,""Information on Home Loans"",""2017 Mortgage Information"",NULL,NULL,NULL,""Pennsylvania Home Program and Qualification Assistance. Visit Us Today!"",""Pennsylvania Homes Program Qualification Page - Homepage"",NULL,NULL,NULL,""Loans"","""",NULL,NULL,NULL,""Mortgage"",""how-much"",NULL,NULL,NULL,Completed,"2017-11-16 19:41:29",bullock_t
""Information on Mortgage Loans"",""Information and Qualifications"",NULL,NULL,NULL,""How to Buy a House in Denver"",""How To Buy A House In Denver"",NULL,NULL,NULL,""Customer Satisfaction Guaranteed When You Get a Loan. Learn More Today!"",""96% Customer Satisfaction | A+ Bbb Rating."",NULL,NULL,NULL,""Buy_Homes"",""how-to-buy-a"",NULL,NULL,NULL,""Mortgage"",""mortgage"",NULL,NULL,NULL,Completed,"2017-11-16 19:39:43",bullock_t
""Information and Qualifications"",""Information and Qualifications"",NULL,NULL,NULL,""Colorado State Home Loans"",""Colorado State Home Loans"",NULL,NULL,NULL,""How to Buy a Home in Colorado. Let Us Advise You on Your Loan Today!"",""How To Buy A Home In Denver - Coloradostatehomeloans.Com"",NULL,NULL,NULL,""Colorado"",""colorado"",NULL,NULL,NULL,""Home_Loans"",""1"",NULL,NULL,NULL,Completed,"2017-11-16 19:38:31",bullock_t
""Home Loan Requirements"",""Home Loan Qualification"",NULL,NULL,NULL,""New Jersey Mortgage Loan Help"",""New Jersey"",NULL,NULL,NULL,""Home Buyer Programs for Getting a Mortgage Loan in New Jersey. Visit Us Today!"",""Home Buyer Programs For Home Buyers In New Jersey."",NULL,NULL,NULL,""Home-Loan"",""home-loan"",NULL,NULL,NULL,"""","""",NULL,NULL,NULL,Completed,"2017-11-16 19:37:39",bullock_t
""Home Loan Qualification"",""Home Loan Qualification"",NULL,NULL,NULL,""New Jersey Home Loans"",""New Jersey"",NULL,NULL,NULL,""Home Buyer Programs for Home Buyers in New Jersey. Visit Us Today!"",""Home Buyer Programs For Home Buyers In New Jersey."",NULL,NULL,NULL,""Home_Loans"",""home-loan"",NULL,NULL,NULL,""Loan_Tips"",""am-i-eligible"",NULL,NULL,NULL,Completed,"2017-11-16 19:35:59",bullock_t
""Texas Mortgage Qualification"",""Texas Mortgage Qualification"",NULL,NULL,NULL,""View West Texas Home Programs"",""West Texas Home Programs"",NULL,NULL,NULL,""West Texas Home Programs for Mortgage Loan Tips. Visit Us Today!"",""West Texas Home Programs - Mortgage Qualification"",NULL,NULL,NULL,""Mortgage"","""",NULL,NULL,NULL,""Home_Loans"",""best-mortgage"",NULL,NULL,NULL,Rejected,"2017-11-16 19:35:03",bullock_t
""Dining Room Chairs"",""Dining Room Chairs"",NULL,NULL,NULL,""Amish Hand Built"",""Amish Hand Built. Solid Wood."",NULL,NULL,NULL,""Dining Room Furniture to Suit All Your Furnishing Needs. Come See Us Today!"",""Dining Room Chairs – Tagged \"Dining-Chairs\" – Quality Woods Furniture"",NULL,NULL,NULL,""Chairs"",""chairs"",NULL,NULL,NULL,""Amish"",""amish-chests"",NULL,NULL,NULL,Completed,"2017-11-16 19:33:43",bullock_t
""Dining Room Tables"",""Dining Room Tables"",NULL,NULL,NULL,""Wood Table and Chairs"",""Dining Room Furniture"",NULL,NULL,NULL,""Large Selection of High Quality Furniture. Come See Us Today!"",""Best Selection. Best Prices. Best Quality. Locally owned and family operated."",NULL,NULL,NULL,""Wood-Table-And"",""wood-table-and"",NULL,NULL,NULL,""Table-And"",""table-and"",NULL,NULL,NULL,Rejected,"2017-11-16 19:32:16",bullock_t
""New Jersey Mortgages"",""Home Loan Qualification"",NULL,NULL,NULL,""Home Loan Qualification"",""New Jersey"",NULL,NULL,NULL,""Quality Programs for Home Buyers in New Jersey. Visit Our Online Site Now!"",""Home Buyer Programs For Home Buyers In New Jersey."",NULL,NULL,NULL,""Loans"","""",NULL,NULL,NULL,""Pricing"",""best-mortgage"",NULL,NULL,NULL,Rejected,"2017-11-16 19:21:15",msatler6
""Quality Woods Furniture Shop"",""Dining Room Chairs"",NULL,NULL,NULL,""Dining Room Chairs"",""Amish Hand Built. Solid Wood."",NULL,NULL,NULL,""In-Home Delivery with Quality Furniture. Browse Our Wide Selection Today!"",""In-home Delivery. Custom Options. Locally Owned. Best Selection. Best Prices."",NULL,NULL,NULL,""Chairs"",""amish-chairs"",NULL,NULL,NULL,""Pricing"",""amish-furniture"",NULL,NULL,NULL,Completed,"2017-11-16 18:38:31",msatler6
""Amish Furniture Rochester"",""Amish Furniture Rochester"",NULL,NULL,NULL,""Solid Wood Bedroom Furniture"",""quality-woods-furniture"",NULL,NULL,NULL,""International Furniture Aspen Rustic Distressed Bedroom Sets. Visit Us Today!"",""International Furniture Aspen Rustic Distressed 4Pc Bedroom Set"",NULL,NULL,NULL,""Amish_Chairs"",""amish-chairs"",NULL,NULL,NULL,""Furniture"",""amish-furniture"",NULL,NULL,NULL,Completed,"2017-11-16 18:37:27",bullock_t
""Paint Color Tips for Kitchens"",""Paint Color Advice"",NULL,NULL,NULL,""Update Your Cabinets"",""Paint your cabinets"",NULL,NULL,NULL,""Don't Delay in Making Your Kitchen a More Attractive Space. Visit Us Today!"",""Cabinet Painting"",NULL,NULL,NULL,""Paint"",""painted"",NULL,NULL,NULL,""Cabinets"",""painting"",NULL,NULL,NULL,Rejected,"2017-11-16 18:35:30",bullock_t
""Quality Woods Shop"",""Legends Furniture"",NULL,NULL,NULL,""Legends Furniture Store"",""$537.00\n \n $376.00"",NULL,NULL,NULL,""Quality Woods Furniture is Made of High-Quality Material for You. Visit Today!"",""Legends Products – Quality Woods Furniture"",NULL,NULL,NULL,""Furniture"",""amish-chairs"",NULL,NULL,NULL,""Pricing"",""amish-chests"",NULL,NULL,NULL,Rejected,"2017-11-16 18:28:54",msatler6
""Quality Woods Shop"",""Dining Room Tables"",NULL,NULL,NULL,""Dining Room Furniture"",""Dining Room Furniture"",NULL,NULL,NULL,""Locally Owned and Family Operated Business with Tradition. Visit Our Shop Now!"",""Best Selection. Best Prices. Best Quality. Locally owned and family operated."",NULL,NULL,NULL,""Tables"",""wood-table-and"",NULL,NULL,NULL,""Pricing"",""table-and"",NULL,NULL,NULL,Rejected,"2017-11-16 18:22:36",msatler6
""Quality Woods Service"",""Wall Entertainment Units"",NULL,NULL,NULL,""Wall Entertainment Units"",""Home Entertainment"",NULL,NULL,NULL,""Quality Amish Hand-Crafted Furniture at Quality Woods. Visit Our Shop Today!"",""Amish Hand-Crafted Furniture. Solid Wood. Hand-made. Quality."",NULL,NULL,NULL,""Furniture"",""amish-chairs"",NULL,NULL,NULL,""Prices"",""amish-furniture"",NULL,NULL,NULL,Rejected,"2017-11-16 18:19:41",msatler6
""House Painting Contractor"",""House Painting Contractor"",NULL,NULL,NULL,""Choose Indoor Paint"",""Paint your Cabinets"",NULL,NULL,NULL,""Seattle Painted Kitchen Cabinets at Shearer Painting. Visit Us Today!"",""Seattle Painted Kitchen Cabinets - Shearer Painting"",NULL,NULL,NULL,""Cabinets"",""Testimonials"",NULL,NULL,NULL,""Painting"",""best-exterior"",NULL,NULL,NULL,Rejected,"2017-11-16 17:53:03",bullock_t
""Drywall & Paint Repairs"",""Forgot Your Details?"",NULL,NULL,NULL,""Fast and Friendly Pros"",""Create Account"",NULL,NULL,NULL,""Drywall Repairs, Interior Painting and Paint Touch-Ups. Request a Bid Today!"",""Seattle House Painting Contractor - Shearer Painting"",NULL,NULL,NULL,""Painting"",""interior"",NULL,NULL,NULL,""Interior"",""paint-touchups"",NULL,NULL,NULL,Completed,"2017-11-16 17:45:21",danielmar99
""Indiana Home Buyer Programs"",""Home Buyer Programs"",NULL,NULL,NULL,""Learn Home Loan Requirements"",""Indiana Home Loan Requirements"",NULL,NULL,NULL,""Indiana Home Buyer Program Qualification Advice. Information is Available Today!"",""Indiana Home Buyer Program Qualification"",NULL,NULL,NULL,""Mortgage"",""mortgage"",NULL,NULL,NULL,""Home_Loan"",""home-loan"",NULL,NULL,NULL,Rejected,"2017-11-16 17:28:08",bullock_t
""Cabinet Painting"",""Paint your cabinets"",NULL,NULL,NULL,""Paint Color Advice"",""Paint Color Advice"",NULL,NULL,NULL,""Repaint Cabinets in Lieu of Replacing Cabinets. Get a Free Bid from Us Here!"",""Cabinet Painting"",NULL,NULL,NULL,""Painting"",""painted"",NULL,NULL,NULL,""Cabinet"",""painting"",NULL,NULL,NULL,Completed,"2017-11-16 17:25:48",danielmar99
""Cabinet Painting Company"",""Cabinet Painting"",NULL,NULL,NULL,""Paint Color Advice"",""Paint Color Advice"",NULL,NULL,NULL,""Take Charge of Your Kitchen. Learn Tips for Updating Your Kitchen Today!"",""Paint your cabinets"",NULL,NULL,NULL,""Painted"",""painted"",NULL,NULL,NULL,""Cabinets"",""painting"",NULL,NULL,NULL,Completed,"2017-11-16 17:25:21",bullock_t
""Shearer Painting Service"",""Paint Color Advice"",NULL,NULL,NULL,""Quality Cabinet Painting"",""Paint your cabinets"",NULL,NULL,NULL,""Excellent Kitchen and Cabinet Painting at Shearer Painting. Visit Our Site Now!"",""Cabinet Painting"",NULL,NULL,NULL,""Painting"",""painted"",NULL,NULL,NULL,""Prices"",""painting"",NULL,NULL,NULL,Rejected,"2017-11-16 17:23:11",msatler6
""See Penguins in Boston"",""Programs And Classes"",NULL,NULL,NULL,""Offering a Variety of Exhibits"",""Science Of Sharks"",NULL,NULL,NULL,""Visit the New England Aquarium and Get to Know Our Resident Penguins Today!"",""Visit the New England Aquarium and Get to Know Our Resident Penguins."",NULL,NULL,NULL,""African"",""african"",NULL,NULL,NULL,""Penguins"","""",NULL,NULL,NULL,Rejected,"2017-11-16 17:21:49",bullock_t
""Paint Your Cabinets"",""About Shearer Painting"",NULL,NULL,NULL,""House Painting Contractor"",""House Painting Contractor"",NULL,NULL,NULL,""Seattle Painted Kitchen Cabinets. Request a Bid for Painted Cabinets Today!"",""Seattle Painted Kitchen Cabinets - Shearer Painting"",NULL,NULL,NULL,""Seattle"",""affordable"",NULL,NULL,NULL,""Painted-Kitchen"",""building"",NULL,NULL,NULL,Rejected,"2017-11-16 17:21:10",danielmar99
""Shearer Painting"",""About Shearer Painting"",NULL,NULL,NULL,""House Painting Contractor"",""House Painting Contractor"",NULL,NULL,NULL,""Professionally Painted Kitchen Cabinets in Seattle. Visit Our Online Shop Now!"",""Seattle Painted Kitchen Cabinets - Shearer Painting"",NULL,NULL,NULL,""Painting"",""affordable"",NULL,NULL,NULL,""Pricing"",""building"",NULL,NULL,NULL,Rejected,"2017-11-16 17:20:54",msatler6
""New England Aquarium"",""Programs And Classes"",NULL,NULL,NULL,""Experience Our Exhibits"",""Experience IMAX 3D"",NULL,NULL,NULL,""Help Create Effective Actions for Our Oceans. Visit Us Today!"",""Help Create Effective Actions For Our Oceans"",NULL,NULL,NULL,""New_England"",""new-england"",NULL,NULL,NULL,""Exhibits"","""",NULL,NULL,NULL,Rejected,"2017-11-16 17:19:28",bullock_t
""Ohio Home Program"",""Ohio Home Program"",NULL,NULL,NULL,""Qualifying for Mortgages"",""Mortgage Qualification Info"",NULL,NULL,NULL,""Franklin County Home-Buyer Qualifications in Ohio. Visit Our Online Site Today!"",""Franklin County Home Buyer Qualification- Ohiohomeprogram.Com"",NULL,NULL,NULL,""Home-Buyer"",""how-to-qualify"",NULL,NULL,NULL,""Qualifications"",""mortgage"",NULL,NULL,NULL,Completed,"2017-11-16 17:02:42",msatler6
""Patagonia Clothing Shop"",""Patagonia® Women's Jackets"",NULL,NULL,NULL,""Excellent Women's Jackets"",""Shop New Arrivals"",NULL,NULL,NULL,""Quality Women's Jackets for Outdoor Pursuits. Shop Our Wide Selection Today!"",""Explore Down, Synthetic & Active Women's Jackets for Outdoor Pursuits."",NULL,NULL,NULL,""Jackets"",""womens"",NULL,NULL,NULL,""Pricing"",""Jackets"",NULL,NULL,NULL,Completed,"2017-11-16 16:52:58",msatler6
""Women's Waterproof Jackets"",""100% Waterproof Protection"",NULL,NULL,NULL,""Free Shipping on Orders $75+"",""Women's Waterproof Jackets"",NULL,NULL,NULL,""Shop Lightweight, Packable Women's Waterproof Jackets for Intense Weather!"",""Shop Lightweight, Packable Women's Waterproof Jackets for Seriously Wet Weather."",NULL,NULL,NULL,""Ladies"",""ladies"",NULL,NULL,NULL,""Waterproof"",""Waterproof"",NULL,NULL,NULL,Rejected,"2017-11-16 16:40:17",lexylex
""Patagonia Winter Shop"",""Winter Vests - Patagonia®"",NULL,NULL,NULL,""Quality Winter Vests"",""Warmth in Below Perfect Temps"",NULL,NULL,NULL,""Synthetic and Fleece Vests from Patagonia. Visit Our Site Today!"",""For Core Warmth in Cold Climes, Shop Our Down, Synthetic & Fleece Vests."",NULL,NULL,NULL,""Winter"",""Winter"",NULL,NULL,NULL,""Vests"",""best-vests-for"",NULL,NULL,NULL,Completed,"2017-11-16 16:39:14",msatler6
""Patagonia Services"",""Patagonia® Re-Tool Snap-T®"",NULL,NULL,NULL,""Excellent Pullovers"",""Shop Patagonia® Online"",NULL,NULL,NULL,""Iconic Snap-T Pullover with Polartec Thermal Material. Visit Our Shop Today!"",""A Patagonia® Classic. Shop Our Iconic Snap-T® with Polartec® Thermal Pro®."",NULL,NULL,NULL,""Pullovers"",""Pullover"",NULL,NULL,NULL,""Pricing"",""patagonia"",NULL,NULL,NULL,Rejected,"2017-11-16 16:37:17",msatler6
""Patagonia® Women's Jackets"",""Patagonia® Women's Jackets"",NULL,NULL,NULL,""New Arrivals Now In"",""Shop New Arrivals"",NULL,NULL,NULL,""Explore Down, Synthetic & Active Women's Jackets for Outdoor Pursuits. Shop Now!"",""Explore Down, Synthetic & Active Women's Jackets for Outdoor Pursuits."",NULL,NULL,NULL,""Womens"",""womens"",NULL,NULL,NULL,""Jackets"",""Jackets"",NULL,NULL,NULL,Rejected,"2017-11-16 16:35:58",lexylex
""Patagonia Clothing Shop"",""Patagonia® Hiking Shirts"",NULL,NULL,NULL,""Lightweight Hiking Shirts"",""Lightweight & Breathable"",NULL,NULL,NULL,""Multifunctional and Durable Hiking Shirts for New Adventures. Order Today!"",""Shop Multifunctional & Durable Hiking Shirts & T-Shirts for the Trail and Town."",NULL,NULL,NULL,""Shirts"",""best-shirts"",NULL,NULL,NULL,""Pricing"",""Shirts"",NULL,NULL,NULL,Completed,"2017-11-16 16:34:58",msatler6
""Dining Room Chairs"",""Dining Room Chairs"",NULL,NULL,NULL,""Amish Hand Built"",""Amish Hand Built. Solid Wood."",NULL,NULL,NULL,""Bring Elegance to Your Home with Our Range of Kitchen & Dining Chairs. Shop Now!"",""In-home Delivery. Custom Options. Locally Owned. Best Selection. Best Prices."",NULL,NULL,NULL,""Dining"",""amish-chairs"",NULL,NULL,NULL,""Chairs"",""amish-furniture"",NULL,NULL,NULL,Rejected,"2017-11-16 16:34:04",lexylex
""Patagonia Outdoor Parkas"",""Patagonia® Parkas"",NULL,NULL,NULL,""Insulated, Goose Down"",""Winter Parkas - Patagonia®"",NULL,NULL,NULL,""Warm Winter Parkas & 3-in-1 Jackets Designed for Cold Weather. Buy Today!"",""Explore Our Warmest Parkas & 3-in-1 Jackets Designed for Cold Weather Activity."",NULL,NULL,NULL,""Winter_Parka"",""winter-parka"",NULL,NULL,NULL,""Coats"",""Parkas"",NULL,NULL,NULL,Completed,"2017-11-16 16:31:25",niecy84
""Windbreaker Jackets"",""Windbreaker Jackets"",NULL,NULL,NULL,""Windbreakers - Patagonia"",""Windbreakers - Patagonia®"",NULL,NULL,NULL,""Ensure Optimum Warmth & Protection from the Elements. Shop Windbreaker Jackets!"",""Proven Protection From The Elements—Shop Our Best, Up-For-Anything Windbreakers."",NULL,NULL,NULL,""Windbreaker"",""Windbreaker"",NULL,NULL,NULL,""Jackets"",""best"",NULL,NULL,NULL,Completed,"2017-11-16 16:28:51",lexylex
""Winter Collection at Patagonia"",""Women's Winter Vests"",NULL,NULL,NULL,""Women's Winter Vests"",""Core Warmth for Cold Climes"",NULL,NULL,NULL,""Essential Warmth in Cold Climates. Synthetic and Fleece Vests. Visit Today!"",""For Core Warmth in Cold Climes, Shop Our Women's Down, Synthetic & Fleece Vests."",NULL,NULL,NULL,""Vests"",""Womens"",NULL,NULL,NULL,""Pricing"",""winter-vests"",NULL,NULL,NULL,Completed,"2017-11-16 16:28:43",msatler6
""Men's Windbreaker Jackets"",""Men's Windbreaker Jackets"",NULL,NULL,NULL,""Weather-Resistant Protection"",""Weather-Resistant Protection"",NULL,NULL,NULL,""Proven Protection from the Elements. Shop Our Up-For-Anything Windbreakers Now!"",""Proven Protection From The Elements—Shop Our Best, Up-For-Anything Windbreakers."",NULL,NULL,NULL,""Mens"",""mens"",NULL,NULL,NULL,""Windbreakers"",""Windbreakers"",NULL,NULL,NULL,Completed,"2017-11-16 16:24:52",lexylex
""Patagonia Fishing Shirts"",""Fly Fishing Shirts"",NULL,NULL,NULL,""Designed for Dedicated Anglers"",""Designed for Dedicated Anglers"",NULL,NULL,NULL,""Lightweight and Fast-Drying Fishing Shirts with Sun Protection. Visit Today!"",""Shop Lightweight, Fast-Drying & Cool-Wearing Fishing Shirts with Sun Protection."",NULL,NULL,NULL,""Fly-Fishing"",""fly-fishing"",NULL,NULL,NULL,""Shirts"",""FlyFishing"",NULL,NULL,NULL,Completed,"2017-11-16 16:21:45",msatler6
""Patagonia Services"",""Jackets With Polartec®"",NULL,NULL,NULL,""New Polartec Fleece Jackets"",""With Polartec® Fabrics"",NULL,NULL,NULL,""Durable Jackets with Polartec Thermal Technology. Visit Our Online Shop Today!"",""Shop Durable Jackets with Polartec® Thermal Pro®, Power Grid™ Fabrics & More."",NULL,NULL,NULL,""Jackets"",""Jackets"",NULL,NULL,NULL,""Pricing"","""",NULL,NULL,NULL,Completed,"2017-11-16 16:20:32",msatler6
""Women's Waterproof Jackets"",""100% Waterproof Protection"",NULL,NULL,NULL,""Free Shipping on Orders $75+"",""Women's Waterproof Jackets"",NULL,NULL,NULL,""Shop Lightweight, Packable Women's Waterproof Jackets for Seriously Wet Weather!"",""Shop Lightweight, Packable Women's Waterproof Jackets for Seriously Wet Weather."",NULL,NULL,NULL,""Waterproof"",""ladies"",NULL,NULL,NULL,""Jackets"",""Waterproof"",NULL,NULL,NULL,Rejected,"2017-11-16 16:20:08",lexylex
""Men's Snowboarding Jackets"",""Men's Snowboarding Jackets"",NULL,NULL,NULL,""Patagonia - High Performance"",""Patagonia® - High Performance"",NULL,NULL,NULL,""Powder is Where You Find It. Explore Our Quality Men's Jackets for Snowboarding!"",""Powder Is Where You Find It. Explore Our Best Men's Jackets for Snowboarding."",NULL,NULL,NULL,""Jackets"",""Jackets"",NULL,NULL,NULL,""Snowboard"",""snowboard"",NULL,NULL,NULL,Completed,"2017-11-16 16:18:34",lexylex
""Rotten Tomatoes Site"",""Trailers & Videos"",NULL,NULL,NULL,""DVD and Streaming Movies"",""Certified Fresh Picks"",NULL,NULL,NULL,""Rotten Tomatoes Provides Information of TV Series & Upcoming Movies. Browse Now!"",""Rotten Tomatoes: Movies | Tv Shows | Movie Trailers | Reviews"",NULL,NULL,NULL,""Rotten_Tomatoes"",""rotten"",NULL,NULL,NULL,""Brand"","""",NULL,NULL,NULL,Completed,"2017-11-16 16:13:49",FrankieEvans
""Patagonia Board Shorts"",""Patagonia® Board Shorts"",NULL,NULL,NULL,""Comfy Swim Trunks"",""Now Fair Trade Certified™"",NULL,NULL,NULL,""Wide Selection of Elegant Swimwear for Summer Adventures. Visit Our Store Now!"",""We're Out To Change The Industry. Shop Our Fair Trade Certified™ Board Shorts."",NULL,NULL,NULL,""Swimwear"",""mens"",NULL,NULL,NULL,""Trunks"","""",NULL,NULL,NULL,Completed,"2017-11-16 16:11:33",msatler6
""Rotten Tomatoes Site"",""From The Critics"",NULL,NULL,NULL,""On DVD and Streaming"",""Certified Fresh Picks"",NULL,NULL,NULL,""The Release Date of Upcoming Movies at Rotten Tomatoes. Plan Your Movie Now!"",""Rotten Tomatoes: Movies | Tv Shows | Movie Trailers | Reviews"",NULL,NULL,NULL,""Rotten_Tomatoes"",""rotten"",NULL,NULL,NULL,""Brand"","""",NULL,NULL,NULL,Completed,"2017-11-16 16:09:04",FrankieEvans
""Organic Cotton T-Shirts"",""Organic Cotton T-Shirts"",NULL,NULL,NULL,""Free Shipping on Orders $75+"",""Organically Grown Cotton"",NULL,NULL,NULL,""Available in Multiple Colors, Styles & Sizes. Shop Quality Organic Tees Now!"",""Shop our Responsibly Made T-Shirts with Organic Cotton & Organic Cotton Blends."",NULL,NULL,NULL,""Shop"",""OrganicCotton"",NULL,NULL,NULL,""T-Shirts"",""T-Shirts"",NULL,NULL,NULL,Completed,"2017-11-16 16:07:05",lexylex
""Rotten Tomatoes Site"",""Certified Fresh Picks"",NULL,NULL,NULL,""On DVD & Streaming"",""Trailers & Videos"",NULL,NULL,NULL,""Amazon Prime, Netflix and iTunes are Available at Rotten Tomatoes. Stream Now!"",""Rotten Tomatoes: Movies | Tv Shows | Movie Trailers | Reviews"",NULL,NULL,NULL,""Rotten_Tomatoes"",""rotten"",NULL,NULL,NULL,""Brand"","""",NULL,NULL,NULL,Completed,"2017-11-16 16:05:14",FrankieEvans
